Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,Predicted_Rating
16059,202881,3578,26,1498,114,82,58,60,83,511,20,13,1687,1,1.0,3.0,2.0,0,0,0,19,16.0,2018-01-05,19,3,1,17,17,17,17,19,17,17,17,19,18,18,18,15,17,17,17,15,24,27,27,27,24,25,28,28,28,25,57.0,53.0,55.0,57.0,52.0,57.0,55.0,53.0,56.0,57.0,63.0,59.0,63.0,54.0,67.0,59.0,80.0,72.0,59.0,57.0,74.0,58.0,57.0,58.0,57.0,56.0,45.0,57.0,54.0,7.0,8.0,10.0,8.0,9.0,180,179.77
16062,226438,6096,21,3764,119,100,58,67,289,382,32,13,1439,1,1.0,3.0,2.0,8,1,0,6,3.0,2014-07-01,19,20,1,16,7,7,7,11,8,8,8,11,7,7,7,8,6,6,6,8,23,23,23,23,23,25,30,30,30,25,50.0,32.0,56.0,47.0,28.0,60.0,31.0,33.0,28.0,55.0,61.0,53.0,67.0,55.0,55.0,31.0,57.0,71.0,64.0,29.0,68.0,56.0,45.0,32.0,36.0,39.0,54.0,60.0,63.0,9.0,14.0,15.0,10.0,14.0,322,309.78
16065,238983,4929,18,5583,55,76,58,77,301,588,54,13,1397,1,1.0,3.0,2.0,8,1,0,25,28.0,2017-07-01,19,22,9,30,18,18,18,17,15,15,15,17,12,12,12,11,4,4,4,11,8,6,6,6,8,7,9,9,9,7,52.0,61.0,53.0,50.0,41.0,57.0,37.0,24.0,28.0,58.0,71.0,70.0,67.0,50.0,70.0,55.0,67.0,54.0,73.0,46.0,45.0,13.0,52.0,35.0,49.0,39.0,20.0,28.0,18.0,11.0,7.0,10.0,13.0,12.0,515,518.1
16075,242318,175,19,6249,106,94,58,72,525,228,55,13,1466,1,1.0,3.0,3.0,8,0,0,11,24.0,2018-01-01,19,20,0,14,13,13,13,19,16,16,16,19,16,16,16,14,10,10,10,14,12,11,11,11,12,12,9,9,9,12,46.0,51.0,41.0,51.0,45.0,61.0,50.0,39.0,53.0,57.0,82.0,74.0,80.0,46.0,73.0,45.0,58.0,57.0,45.0,47.0,37.0,24.0,53.0,53.0,44.0,57.0,28.0,31.0,34.0,14.0,14.0,11.0,8.0,14.0,478,516.47
16080,202128,5069,25,1425,45,38,58,62,194,361,23,13,1576,0,1.0,3.0,2.0,2,1,0,6,3.0,2018-06-01,19,20,8,16,11,11,11,17,14,14,14,17,14,14,14,13,12,12,12,13,24,23,23,23,24,25,24,24,24,25,57.0,38.0,48.0,56.0,35.0,56.0,49.0,43.0,54.0,55.0,73.0,79.0,81.0,57.0,79.0,48.0,58.0,54.0,41.0,44.0,51.0,52.0,51.0,42.0,45.0,38.0,51.0,58.0,54.0,15.0,13.0,14.0,13.0,12.0,233,233.15
16084,236946,4931,21,5274,28,114,58,64,109,166,26,13,1516,1,1.0,3.0,2.0,2,0,0,6,23.0,2018-01-01,19,0,8,21,12,12,12,16,15,15,15,16,16,16,16,14,17,17,17,14,24,28,28,28,24,24,28,28,28,24,45.0,38.0,46.0,55.0,30.0,55.0,35.0,33.0,58.0,61.0,62.0,66.0,61.0,60.0,60.0,49.0,61.0,67.0,62.0,35.0,52.0,58.0,55.0,60.0,42.0,41.0,55.0,60.0,50.0,9.0,9.0,6.0,7.0,14.0,206,232.32
16090,236437,3311,19,5198,45,38,58,77,102,320,55,13,1542,1,1.0,3.0,2.0,8,0,0,0,9.0,2016-08-01,19,20,5,16,17,17,17,18,17,17,17,18,17,17,17,14,15,15,15,14,20,21,21,21,20,20,20,20,20,20,44.0,62.0,49.0,60.0,41.0,58.0,43.0,36.0,57.0,57.0,65.0,65.0,67.0,54.0,71.0,56.0,63.0,67.0,53.0,44.0,31.0,45.0,51.0,52.0,59.0,49.0,41.0,50.0,50.0,14.0,6.0,14.0,10.0,7.0,574,565.86
16091,244885,2091,20,6835,6,111,58,68,146,192,33,24,1539,1,1.0,3.0,2.0,8,1,0,2,14.0,2017-10-13,19,22,0,20,9,9,9,13,11,11,11,13,12,12,12,11,13,13,13,11,24,26,26,26,24,25,26,26,26,25,49.0,32.0,44.0,55.0,35.0,54.0,44.0,44.0,51.0,57.0,67.0,66.0,61.0,64.0,69.0,60.0,57.0,73.0,58.0,42.0,65.0,57.0,32.0,49.0,47.0,55.0,51.0,53.0,54.0,6.0,12.0,9.0,9.0,13.0,299,309.26
16092,241046,3290,17,5975,6,111,58,81,65,190,56,13,1484,1,1.0,3.0,2.0,8,0,0,25,30.0,2017-07-14,19,23,2,5,18,18,18,19,18,18,18,19,17,17,17,13,9,9,9,13,11,10,10,10,11,11,9,9,9,11,46.0,60.0,54.0,52.0,45.0,52.0,43.0,42.0,39.0,55.0,74.0,77.0,70.0,64.0,89.0,54.0,69.0,53.0,42.0,55.0,36.0,24.0,58.0,51.0,61.0,59.0,29.0,26.0,25.0,8.0,8.0,5.0,8.0,10.0,618,513.34
16094,233367,5358,22,4779,51,62,58,65,559,529,33,13,1474,1,1.0,3.0,2.0,8,1,0,21,12.0,2016-07-01,19,3,0,15,12,12,12,17,15,15,15,17,16,16,16,14,13,13,13,14,16,15,15,15,16,15,13,13,13,15,59.0,45.0,49.0,59.0,50.0,64.0,48.0,42.0,55.0,59.0,64.0,62.0,57.0,45.0,69.0,59.0,59.0,64.0,52.0,49.0,35.0,29.0,40.0,58.0,59.0,52.0,30.0,38.0,37.0,6.0,7.0,13.0,5.0,7.0,336,304.87
16098,240025,6141,21,5777,72,84,58,70,53,386,51,13,1559,1,1.0,3.0,2.0,8,0,0,4,18.0,2017-05-27,19,20,8,18,9,9,9,17,14,14,14,17,16,16,16,15,16,16,16,15,23,25,25,25,23,23,22,22,22,23,55.0,31.0,28.0,65.0,51.0,56.0,52.0,41.0,63.0,61.0,72.0,69.0,72.0,55.0,85.0,58.0,45.0,66.0,46.0,46.0,64.0,40.0,42.0,53.0,38.0,48.0,50.0,55.0,55.0,7.0,9.0,12.0,7.0,10.0,389,385.41
16099,242841,55,17,6367,45,38,58,81,408,299,56,46,1424,0,1.0,3.0,3.0,8,0,0,23,43.0,2018-01-24,19,20,7,9,16,16,16,19,17,17,17,19,16,16,16,13,5,5,5,13,6,4,4,4,6,5,2,2,2,5,30.0,58.0,44.0,46.0,50.0,64.0,45.0,31.0,39.0,54.0,90.0,91.0,91.0,48.0,75.0,56.0,54.0,51.0,38.0,45.0,34.0,19.0,49.0,50.0,67.0,48.0,29.0,11.0,13.0,9.0,10.0,8.0,14.0,11.0,687,550.84
16102,238491,376,19,5517,45,38,58,74,453,317,56,13,1418,1,1.0,3.0,2.0,8,1,0,25,18.0,2017-05-05,19,22,9,19,18,18,18,16,16,16,16,16,13,13,13,11,6,6,6,11,7,7,7,7,7,6,9,9,9,6,38.0,59.0,57.0,47.0,44.0,53.0,41.0,30.0,39.0,52.0,78.0,75.0,66.0,51.0,57.0,58.0,68.0,58.0,69.0,45.0,59.0,16.0,54.0,50.0,61.0,48.0,20.0,20.0,19.0,6.0,5.0,6.0,11.0,6.0,622,571.33
16104,241821,4263,20,6110,51,62,58,67,140,373,47,13,1456,1,1.0,3.0,2.0,8,1,0,25,27.0,2018-07-01,19,20,11,22,18,18,18,19,17,17,17,19,16,16,16,14,10,10,10,14,8,8,8,8,8,7,5,5,5,7,49.0,59.0,52.0,56.0,62.0,53.0,47.0,45.0,45.0,57.0,73.0,71.0,61.0,57.0,56.0,56.0,59.0,55.0,57.0,58.0,34.0,18.0,51.0,52.0,67.0,48.0,14.0,19.0,15.0,14.0,14.0,5.0,11.0,14.0,368,351.47
16108,241566,4981,20,6059,6,111,58,71,479,394,50,24,1464,0,1.0,3.0,2.0,8,0,0,6,36.0,2017-10-29,19,22,0,18,6,6,6,14,10,10,10,14,10,10,10,12,10,10,10,12,24,25,25,25,24,25,29,29,29,25,61.0,27.0,49.0,50.0,32.0,68.0,34.0,34.0,49.0,55.0,60.0,59.0,50.0,58.0,67.0,31.0,59.0,61.0,57.0,27.0,65.0,51.0,44.0,41.0,47.0,48.0,60.0,61.0,60.0,9.0,14.0,8.0,10.0,6.0,424,457.5
16109,245150,1187,18,6889,93,136,58,77,142,65,54,24,1398,1,1.0,3.0,2.0,1,0,0,25,33.0,2018-07-01,19,22,0,16,17,17,17,16,16,16,16,16,14,14,14,11,7,7,7,11,5,5,5,5,5,5,4,4,4,5,41.0,66.0,61.0,46.0,41.0,54.0,44.0,39.0,39.0,56.0,62.0,63.0,58.0,55.0,69.0,56.0,66.0,58.0,48.0,56.0,30.0,14.0,52.0,53.0,73.0,46.0,19.0,14.0,20.0,5.0,8.0,7.0,15.0,10.0,547,540.54
16111,236960,3980,19,5277,72,84,58,75,139,212,55,13,1580,1,1.0,3.0,2.0,8,0,0,4,25.0,2016-07-01,19,3,8,17,12,12,12,18,15,15,15,18,17,17,17,15,16,16,16,15,23,25,25,25,23,22,24,24,24,22,59.0,44.0,44.0,66.0,50.0,56.0,53.0,49.0,59.0,61.0,64.0,62.0,68.0,53.0,74.0,52.0,62.0,54.0,47.0,51.0,52.0,54.0,45.0,53.0,51.0,54.0,58.0,52.0,43.0,5.0,8.0,6.0,15.0,10.0,528,526.24
16113,233377,1075,20,4783,45,38,58,68,372,448,33,13,1502,1,1.0,3.0,2.0,8,0,0,2,18.0,,64,7,9,17,11,11,11,14,12,12,12,14,13,13,13,12,14,14,14,12,21,26,26,26,21,22,27,27,27,22,41.0,40.0,44.0,63.0,37.0,55.0,30.0,37.0,59.0,57.0,64.0,65.0,51.0,52.0,67.0,45.0,65.0,62.0,64.0,38.0,68.0,46.0,48.0,44.0,39.0,47.0,57.0,58.0,52.0,11.0,11.0,13.0,14.0,5.0,0,0.0
16114,236961,6333,18,5278,6,111,58,75,75,146,54,13,1401,1,1.0,3.0,2.0,1,1,0,25,28.0,2016-12-18,19,3,1,24,17,17,17,16,17,17,17,16,16,16,16,12,10,10,10,12,7,8,8,8,7,6,5,5,5,6,39.0,58.0,52.0,54.0,39.0,49.0,43.0,36.0,43.0,57.0,64.0,56.0,59.0,61.0,62.0,56.0,61.0,65.0,66.0,57.0,28.0,15.0,57.0,55.0,68.0,57.0,15.0,16.0,21.0,6.0,10.0,8.0,11.0,14.0,502,535.46
16115,244642,485,20,6779,93,136,58,68,452,93,49,13,1442,1,1.0,3.0,3.0,2,0,0,23,30.0,2015-01-01,19,22,6,16,18,18,18,19,18,18,18,19,15,15,15,14,7,7,7,14,10,7,7,7,10,9,7,7,7,9,51.0,61.0,49.0,45.0,51.0,68.0,45.0,41.0,40.0,64.0,75.0,69.0,63.0,43.0,74.0,76.0,41.0,46.0,50.0,43.0,30.0,25.0,47.0,48.0,64.0,51.0,18.0,28.0,31.0,9.0,14.0,14.0,11.0,8.0,375,343.15
16118,244899,3394,23,6838,93,136,58,63,153,66,23,24,1531,1,1.0,3.0,2.0,5,1,0,2,20.0,2018-07-01,19,22,1,22,11,11,11,14,12,12,12,14,14,14,14,12,14,14,14,12,22,27,27,27,22,23,30,30,30,23,49.0,34.0,55.0,68.0,32.0,60.0,43.0,48.0,62.0,60.0,60.0,64.0,54.0,53.0,63.0,51.0,57.0,46.0,77.0,37.0,64.0,47.0,34.0,45.0,51.0,44.0,48.0,57.0,66.0,6.0,7.0,13.0,9.0,11.0,223,256.1
16122,226728,3886,23,3802,114,82,58,65,557,539,26,13,1545,0,1.0,3.0,2.0,3,0,0,7,5.0,2015-01-01,19,20,9,21,10,10,10,13,11,11,11,13,13,13,13,11,15,15,15,11,23,26,26,26,23,24,29,29,29,24,53.0,37.0,58.0,56.0,35.0,60.0,57.0,30.0,55.0,57.0,51.0,56.0,61.0,54.0,53.0,52.0,65.0,71.0,68.0,46.0,50.0,54.0,33.0,58.0,52.0,56.0,57.0,57.0,56.0,13.0,6.0,15.0,6.0,13.0,243,291.93
16126,242346,1314,20,6263,6,111,58,68,482,113,47,24,1574,0,1.0,3.0,2.0,8,1,0,4,22.0,2018-01-01,19,20,6,12,15,15,15,18,17,17,17,18,17,17,17,16,16,16,16,16,23,24,24,24,23,24,24,24,24,24,55.0,40.0,60.0,63.0,40.0,57.0,43.0,42.0,61.0,58.0,66.0,68.0,56.0,62.0,77.0,62.0,59.0,64.0,48.0,35.0,60.0,48.0,55.0,54.0,51.0,57.0,40.0,48.0,58.0,5.0,12.0,12.0,7.0,8.0,328,341.78
16130,243371,4488,17,6468,40,29,58,74,413,502,53,13,1411,1,1.0,3.0,2.0,8,1,0,25,25.0,2018-03-18,19,22,9,16,17,17,17,17,17,17,17,17,15,15,15,11,6,6,6,11,7,7,7,7,7,6,8,8,8,6,31.0,59.0,50.0,49.0,47.0,58.0,38.0,34.0,32.0,59.0,74.0,75.0,72.0,45.0,65.0,58.0,68.0,55.0,58.0,54.0,44.0,15.0,56.0,50.0,52.0,44.0,30.0,22.0,20.0,8.0,6.0,8.0,9.0,10.0,445,544.42
16132,242092,5535,22,6179,131,104,58,64,305,187,32,13,1553,1,1.0,3.0,2.0,8,1,0,23,14.0,2018-01-01,19,22,8,16,16,16,16,20,18,18,18,20,18,18,18,15,12,12,12,15,16,16,16,16,16,15,14,14,14,15,48.0,55.0,36.0,58.0,49.0,59.0,46.0,40.0,54.0,57.0,81.0,79.0,67.0,41.0,80.0,59.0,66.0,60.0,55.0,53.0,55.0,36.0,56.0,54.0,52.0,51.0,35.0,34.0,35.0,15.0,12.0,13.0,6.0,7.0,221,292.06
16133,244140,73,17,6646,55,76,58,76,86,473,53,35,1434,1,1.0,3.0,3.0,8,1,0,21,42.0,2018-07-01,19,22,0,15,12,12,12,18,14,14,14,18,15,15,15,14,9,9,9,14,12,11,11,11,12,10,9,9,9,10,61.0,48.0,43.0,55.0,52.0,65.0,54.0,44.0,54.0,64.0,67.0,65.0,69.0,46.0,69.0,51.0,62.0,49.0,51.0,41.0,39.0,22.0,44.0,42.0,49.0,48.0,33.0,26.0,24.0,7.0,12.0,9.0,11.0,6.0,525,567.5
16136,242094,4839,28,6181,126,103,58,58,305,187,20,13,1543,1,1.0,3.0,2.0,8,1,0,0,21.0,2018-01-08,19,20,9,26,15,15,15,19,16,16,16,19,17,17,17,16,15,15,15,16,20,22,22,22,20,19,21,21,21,19,56.0,51.0,49.0,59.0,38.0,59.0,35.0,39.0,58.0,58.0,69.0,67.0,57.0,53.0,63.0,48.0,64.0,69.0,68.0,41.0,63.0,45.0,54.0,55.0,40.0,48.0,52.0,32.0,38.0,11.0,15.0,14.0,14.0,9.0,103,115.61
16137,238767,3379,18,5549,28,114,58,76,109,166,54,13,1444,1,1.0,3.0,2.0,8,0,0,18,24.0,2018-01-01,19,3,7,14,12,12,12,17,16,16,16,17,17,17,17,14,13,13,13,14,14,16,16,16,14,14,13,13,13,14,47.0,45.0,44.0,63.0,44.0,58.0,45.0,40.0,52.0,58.0,62.0,65.0,56.0,49.0,78.0,46.0,54.0,50.0,49.0,38.0,35.0,29.0,58.0,61.0,44.0,58.0,37.0,38.0,39.0,10.0,15.0,8.0,14.0,13.0,485,502.85
16138,239023,837,19,5592,45,38,58,71,484,357,52,24,1499,1,1.0,3.0,2.0,8,0,0,0,25.0,2017-06-01,19,3,8,12,13,13,13,18,15,15,15,18,17,17,17,15,14,14,14,15,16,18,18,18,16,15,14,14,14,15,50.0,42.0,45.0,60.0,35.0,57.0,46.0,38.0,58.0,60.0,71.0,69.0,72.0,52.0,71.0,54.0,63.0,70.0,60.0,45.0,48.0,27.0,47.0,59.0,47.0,59.0,32.0,37.0,34.0,10.0,7.0,9.0,11.0,13.0,531,518.15
16140,243121,1469,18,6418,112,95,58,68,284,537,35,13,1486,0,1.0,3.0,2.0,8,1,0,11,11.0,2018-03-22,19,3,8,24,11,11,11,19,14,14,14,19,15,15,15,15,11,11,11,15,20,18,18,18,20,20,17,17,17,20,58.0,41.0,41.0,51.0,31.0,58.0,52.0,34.0,46.0,57.0,79.0,75.0,81.0,56.0,77.0,35.0,73.0,56.0,46.0,34.0,41.0,51.0,58.0,49.0,37.0,46.0,31.0,44.0,45.0,10.0,6.0,12.0,10.0,11.0,279,300.47
16142,228019,1222,23,3904,29,49,58,64,131,203,33,24,1552,1,1.0,3.0,2.0,8,1,0,25,19.0,2014-07-01,19,20,8,13,17,17,17,16,16,16,16,16,15,15,15,11,10,10,10,11,12,15,15,15,12,12,15,15,15,12,28.0,57.0,49.0,52.0,57.0,53.0,44.0,34.0,53.0,52.0,73.0,76.0,76.0,57.0,73.0,58.0,75.0,66.0,65.0,52.0,68.0,34.0,55.0,44.0,59.0,45.0,23.0,32.0,33.0,10.0,8.0,8.0,12.0,16.0,405,376.19
16144,245428,1118,21,6953,45,38,58,67,489,492,32,24,1456,0,1.0,3.0,2.0,8,1,0,6,36.0,2018-07-01,19,20,0,18,4,4,4,12,7,7,7,12,8,8,8,8,7,7,7,8,23,23,23,23,23,25,28,28,28,25,55.0,26.0,49.0,53.0,21.0,56.0,47.0,36.0,41.0,54.0,67.0,66.0,72.0,52.0,71.0,35.0,58.0,53.0,52.0,28.0,61.0,56.0,37.0,39.0,35.0,41.0,58.0,60.0,62.0,13.0,14.0,10.0,8.0,11.0,328,316.71
16145,245940,6236,18,7041,32,9,58,77,433,206,54,13,1358,1,1.0,3.0,2.0,8,1,0,25,28.0,2018-07-01,19,22,11,30,18,18,18,15,16,16,16,15,14,14,14,10,7,7,7,10,5,6,6,6,5,4,6,6,6,4,30.0,55.0,54.0,51.0,47.0,56.0,33.0,28.0,32.0,57.0,68.0,67.0,57.0,54.0,47.0,59.0,62.0,56.0,73.0,46.0,31.0,17.0,56.0,51.0,66.0,51.0,18.0,17.0,16.0,8.0,13.0,13.0,9.0,11.0,555,542.65
16148,243126,5361,23,6420,51,62,58,63,514,210,23,13,1466,1,1.0,3.0,2.0,0,0,0,16,33.0,2018-02-01,19,0,7,10,6,6,6,13,10,10,10,13,12,12,12,10,10,10,10,10,24,23,23,23,24,24,25,25,25,24,47.0,31.0,37.0,55.0,34.0,55.0,39.0,31.0,42.0,52.0,71.0,69.0,69.0,50.0,78.0,41.0,61.0,67.0,41.0,37.0,57.0,56.0,48.0,49.0,34.0,49.0,57.0,57.0,60.0,11.0,8.0,7.0,7.0,8.0,183,214.25
16151,235703,90,20,5088,45,38,58,66,192,300,35,13,1532,1,1.0,3.0,2.0,8,1,0,25,14.0,2016-07-02,19,3,0,21,18,18,18,20,19,19,19,20,20,20,20,17,16,16,16,17,18,20,20,20,18,17,17,17,17,17,52.0,56.0,47.0,63.0,51.0,59.0,43.0,43.0,58.0,59.0,62.0,68.0,63.0,57.0,67.0,53.0,54.0,58.0,63.0,47.0,45.0,35.0,60.0,59.0,49.0,56.0,30.0,43.0,43.0,6.0,15.0,9.0,7.0,8.0,352,341.75
16155,239800,6198,18,5728,45,38,58,77,260,304,51,35,1461,1,1.0,3.0,2.0,8,0,1,16,43.0,2017-06-28,19,20,8,15,8,8,8,13,10,10,10,13,10,10,10,11,9,9,9,11,24,24,24,24,24,25,27,27,27,25,52.0,32.0,45.0,57.0,30.0,54.0,31.0,28.0,44.0,52.0,72.0,71.0,66.0,60.0,78.0,38.0,58.0,58.0,54.0,29.0,55.0,58.0,44.0,38.0,33.0,46.0,56.0,57.0,53.0,15.0,10.0,12.0,9.0,12.0,525,530.23
16156,244920,3455,19,6842,126,103,58,70,466,564,50,13,1350,0,1.0,3.0,2.0,8,1,0,11,32.0,2018-07-01,19,3,1,21,13,13,13,18,15,15,15,18,16,16,16,15,11,11,11,15,11,11,11,11,11,8,5,5,5,8,60.0,56.0,33.0,59.0,41.0,55.0,42.0,30.0,54.0,57.0,69.0,60.0,59.0,50.0,65.0,50.0,40.0,53.0,55.0,30.0,28.0,21.0,56.0,57.0,53.0,49.0,30.0,21.0,20.0,6.0,12.0,12.0,6.0,10.0,493,382.63
16157,240059,3656,20,5789,51,62,58,66,433,206,35,13,1473,1,1.0,3.0,2.0,2,0,0,13,25.0,2018-07-01,19,20,8,14,13,13,13,19,16,16,16,19,17,17,17,15,12,12,12,15,14,14,14,14,14,13,11,11,11,13,54.0,45.0,38.0,59.0,43.0,61.0,53.0,45.0,52.0,57.0,76.0,75.0,72.0,52.0,70.0,50.0,57.0,49.0,47.0,41.0,51.0,28.0,53.0,56.0,45.0,57.0,30.0,31.0,34.0,12.0,11.0,5.0,11.0,10.0,352,346.22
16159,234177,4970,19,4892,45,38,58,75,639,85,56,46,1412,1,1.0,3.0,3.0,7,1,0,25,45.0,2016-05-20,19,20,1,26,17,17,17,16,16,16,16,16,14,14,14,10,5,5,5,10,6,6,6,6,6,5,5,5,5,5,29.0,58.0,47.0,45.0,54.0,58.0,45.0,29.0,42.0,57.0,78.0,79.0,75.0,49.0,76.0,60.0,56.0,55.0,64.0,54.0,29.0,17.0,51.0,42.0,56.0,48.0,27.0,16.0,17.0,5.0,14.0,9.0,13.0,6.0,622,600.0
16162,230083,3041,19,4230,45,38,58,72,93,426,56,35,1324,1,1.0,3.0,2.0,7,1,0,25,39.0,2017-03-14,19,3,6,12,18,18,18,15,16,16,16,15,12,12,12,9,3,3,3,9,2,2,2,2,2,1,1,1,1,1,32.0,68.0,46.0,39.0,45.0,52.0,38.0,28.0,38.0,60.0,75.0,68.0,61.0,45.0,61.0,58.0,61.0,49.0,59.0,48.0,27.0,10.0,58.0,43.0,61.0,48.0,24.0,10.0,14.0,10.0,8.0,8.0,10.0,10.0,622,573.16
16165,225991,6916,25,3705,29,49,58,61,281,246,20,24,1535,1,1.0,3.0,2.0,0,2,0,6,17.0,2015-01-01,19,22,8,11,6,6,6,12,9,9,9,12,11,11,11,11,12,12,12,11,24,25,25,25,24,24,25,25,25,24,54.0,29.0,47.0,64.0,32.0,51.0,37.0,40.0,52.0,52.0,56.0,74.0,76.0,52.0,79.0,49.0,76.0,75.0,53.0,30.0,54.0,52.0,34.0,50.0,47.0,40.0,55.0,53.0,51.0,14.0,15.0,10.0,9.0,13.0,271,248.08
16167,235975,17,22,5124,118,65,58,69,35,591,50,46,1490,1,1.0,3.0,2.0,7,1,0,21,26.0,2012-07-01,19,22,7,23,19,19,19,20,18,18,18,20,16,16,16,14,8,8,8,14,10,11,11,11,10,9,12,12,12,9,49.0,62.0,53.0,47.0,44.0,60.0,32.0,32.0,47.0,59.0,74.0,70.0,69.0,56.0,71.0,55.0,68.0,54.0,67.0,49.0,47.0,19.0,59.0,47.0,61.0,42.0,58.0,16.0,13.0,8.0,14.0,6.0,11.0,13.0,401,387.42
16169,240328,66,22,5836,118,65,58,67,32,282,32,24,1545,0,1.0,3.0,2.0,8,0,0,14,24.0,2018-06-03,19,22,0,16,13,13,13,17,15,15,15,17,14,14,14,14,12,12,12,14,24,24,24,24,24,24,25,25,25,24,56.0,44.0,38.0,54.0,39.0,57.0,53.0,62.0,51.0,55.0,75.0,73.0,60.0,57.0,51.0,48.0,55.0,59.0,56.0,50.0,58.0,55.0,54.0,42.0,38.0,39.0,54.0,56.0,54.0,8.0,12.0,9.0,7.0,5.0,306,316.6
16174,239562,1415,21,5691,100,92,58,67,217,33,47,13,1540,0,1.0,3.0,3.0,8,1,0,11,27.0,2018-07-26,19,3,6,16,14,14,14,17,16,16,16,17,17,17,17,14,15,15,15,14,19,21,21,21,19,19,20,20,20,19,45.0,34.0,60.0,60.0,46.0,59.0,45.0,48.0,58.0,58.0,68.0,70.0,65.0,55.0,77.0,58.0,60.0,58.0,46.0,40.0,58.0,43.0,57.0,58.0,45.0,44.0,31.0,44.0,53.0,5.0,7.0,7.0,10.0,12.0,320,328.18
16175,241866,6487,20,6121,132,105,58,69,240,340,35,13,1478,1,1.0,3.0,2.0,8,1,0,1,23.0,2017-11-01,19,0,0,28,8,8,8,11,9,9,9,11,10,10,10,8,10,10,10,8,20,24,24,24,20,21,28,28,28,21,45.0,34.0,48.0,60.0,30.0,53.0,40.0,41.0,54.0,52.0,65.0,55.0,54.0,50.0,58.0,51.0,83.0,53.0,69.0,40.0,67.0,54.0,38.0,40.0,42.0,43.0,55.0,54.0,52.0,7.0,10.0,6.0,11.0,7.0,305,306.27
16177,201419,2410,26,1386,114,82,58,61,557,539,29,13,1406,1,1.0,3.0,2.0,0,1,0,25,30.0,2018-12-01,19,3,14,33,18,18,18,14,15,15,15,14,13,13,13,10,8,8,8,10,7,10,10,10,7,7,11,11,11,7,33.0,58.0,61.0,52.0,52.0,51.0,45.0,37.0,37.0,57.0,54.0,65.0,44.0,47.0,41.0,57.0,62.0,73.0,79.0,52.0,47.0,24.0,58.0,52.0,52.0,53.0,25.0,18.0,17.0,9.0,12.0,15.0,9.0,11.0,241,198.35
16178,240331,5292,21,5837,61,19,58,69,164,135,50,13,1335,1,1.0,3.0,2.0,2,0,0,12,28.0,2017-06-08,19,3,10,19,17,17,17,16,16,16,16,16,13,13,13,10,3,3,3,10,5,2,2,2,5,4,3,3,3,4,34.0,55.0,57.0,42.0,37.0,58.0,33.0,25.0,28.0,57.0,78.0,80.0,61.0,45.0,63.0,58.0,57.0,58.0,62.0,56.0,27.0,13.0,55.0,45.0,58.0,46.0,14.0,18.0,15.0,7.0,9.0,9.0,6.0,15.0,411,347.16
16180,242637,995,22,6337,114,82,58,67,628,637,47,13,1530,1,1.0,3.0,3.0,2,1,0,11,17.0,2018-07-27,19,0,7,12,12,12,12,19,15,15,15,19,16,16,16,15,12,12,12,15,18,18,18,18,18,17,17,17,17,17,55.0,43.0,40.0,58.0,35.0,59.0,53.0,39.0,52.0,58.0,80.0,67.0,79.0,52.0,83.0,48.0,63.0,60.0,50.0,46.0,59.0,35.0,52.0,50.0,43.0,52.0,36.0,44.0,41.0,6.0,6.0,13.0,13.0,12.0,335,333.41
16182,231630,810,19,4495,45,38,58,64,269,364,32,13,1623,1,1.0,3.0,2.0,7,1,0,0,25.0,2016-08-30,19,3,9,19,16,16,16,18,17,17,17,18,17,17,17,15,14,14,14,15,15,19,19,19,15,15,18,18,18,15,51.0,47.0,56.0,56.0,49.0,59.0,70.0,58.0,63.0,58.0,68.0,79.0,59.0,60.0,56.0,65.0,73.0,67.0,70.0,58.0,79.0,23.0,38.0,57.0,47.0,55.0,46.0,26.0,29.0,14.0,5.0,14.0,15.0,8.0,322,305.94
16186,244942,6007,20,6851,66,81,58,68,549,122,49,13,1340,0,1.0,3.0,2.0,7,1,0,25,17.0,2018-07-26,19,22,12,26,18,18,18,12,14,14,14,12,11,11,11,6,4,4,4,6,3,8,8,8,3,4,11,11,11,4,23.0,60.0,63.0,45.0,43.0,52.0,31.0,31.0,29.0,55.0,51.0,57.0,50.0,56.0,48.0,59.0,62.0,56.0,76.0,49.0,66.0,18.0,58.0,41.0,54.0,55.0,20.0,25.0,18.0,13.0,6.0,5.0,14.0,6.0,349,332.86
